                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.3686,                0.67185,                  1.079,                 0.8453,                0.59113,                0.67108,                0.36818,                 1.3362,                0.59641,                 1.1032,              0.0079375,              0.0079375,              0.0079375
                     27,                 1.3764,                0.67733,                 1.0784,                 0.8497,                 0.5943,                0.67461,                 0.3717,                 1.3255,                0.59598,                 1.0987,               0.007855,               0.007855,               0.007855
                     28,                 1.3584,                0.66481,                 1.0741,                0.85194,                0.59952,                0.68018,                0.37611,                 1.3197,                0.58877,                 1.1018,              0.0077725,              0.0077725,              0.0077725
                     29,                 1.3613,                0.66558,                 1.0744,                0.84943,                0.60031,                0.68064,                0.37543,                 1.3209,                0.58572,                 1.1002,                0.00769,                0.00769,                0.00769
                     30,                 1.3523,                0.66217,                 1.0734,                0.85095,                0.60328,                0.68378,                0.37818,                 1.3179,                0.58414,                 1.0956,              0.0076075,              0.0076075,              0.0076075
                     31,                 1.3537,                0.66066,                 1.0721,                0.85599,                 0.6021,                0.68468,                0.37745,                 1.3142,                0.58208,                  1.095,               0.007525,               0.007525,               0.007525
                     32,                 1.3394,                0.64695,                 1.0676,                0.85157,                0.60428,                0.68487,                0.37977,                 1.3136,                0.57511,                 1.0974,              0.0074425,              0.0074425,              0.0074425
                     33,                 1.3375,                0.64651,                 1.0691,                0.85039,                0.60509,                0.68599,                0.38109,                 1.3087,                0.57456,                 1.0918,                0.00736,                0.00736,                0.00736
                     34,                 1.3443,                0.65115,                 1.0733,                0.85465,                0.60728,                0.68885,                0.38139,                 1.3083,                0.57003,                 1.0919,              0.0072775,              0.0072775,              0.0072775
                     35,                 1.3329,                0.64524,                 1.0686,                0.85382,                0.61056,                0.68884,                0.38195,                 1.3107,                0.57115,                 1.0962,               0.007195,               0.007195,               0.007195
                     36,                 1.3335,                0.64569,                 1.0666,                0.85843,                0.60582,                0.68887,                0.38204,                  1.311,                0.56966,                 1.0959,              0.0071125,              0.0071125,              0.0071125
                     37,                 1.3315,                0.63916,                  1.064,                0.85868,                0.60859,                0.69202,                0.38509,                 1.3061,                0.56837,                 1.0929,                0.00703,                0.00703,                0.00703
                     38,                 1.3328,                0.63748,                 1.0598,                0.85283,                0.61124,                0.69347,                0.38544,                 1.3031,                0.56296,                 1.0933,              0.0069475,              0.0069475,              0.0069475
                     39,                 1.3243,                0.63511,                 1.0614,                0.85481,                0.61301,                0.69299,                0.38458,                 1.3032,                0.56433,                 1.0912,               0.006865,               0.006865,               0.006865
                     40,                 1.3221,                0.63163,                 1.0613,                0.85736,                0.61391,                0.69625,                0.38587,                 1.3052,                0.56021,                 1.0947,              0.0067825,              0.0067825,              0.0067825
                     41,                 1.3239,                0.63178,                 1.0616,                0.85549,                0.61553,                0.69644,                0.38832,                 1.2994,                0.55891,                 1.0942,                 0.0067,                 0.0067,                 0.0067
                     42,                  1.322,                0.62883,                 1.0612,                0.85955,                0.61432,                0.69801,                0.38856,                 1.2997,                0.55563,                  1.093,              0.0066175,              0.0066175,              0.0066175
                     43,                 1.3268,                0.62884,                 1.0576,                0.85848,                0.61598,                0.69885,                0.38909,                 1.2983,                0.55521,                 1.0924,               0.006535,               0.006535,               0.006535
                     44,                 1.3096,                0.62459,                 1.0583,                0.86037,                0.61651,                0.70049,                0.38938,                  1.297,                0.55361,                 1.0905,              0.0064525,              0.0064525,              0.0064525
                     45,                 1.3124,                0.62342,                 1.0553,                 0.8559,                0.62021,                0.70127,                0.39166,                 1.2951,                 0.5516,                  1.092,                0.00637,                0.00637,                0.00637
                     46,                 1.3093,                0.61974,                 1.0574,                0.85546,                0.62057,                0.70105,                0.39146,                 1.2933,                 0.5505,                 1.0895,              0.0062875,              0.0062875,              0.0062875
                     47,                 1.3143,                0.62184,                 1.0559,                0.85653,                0.62195,                0.70253,                0.39259,                 1.2951,                0.54879,                 1.0905,               0.006205,               0.006205,               0.006205
                     48,                 1.3064,                0.61524,                 1.0533,                0.86143,                0.62049,                0.70281,                0.39302,                 1.2945,                0.54742,                 1.0886,              0.0061225,              0.0061225,              0.0061225
                     49,                 1.2994,                0.61107,                 1.0496,                0.85789,                0.62341,                0.70485,                0.39406,                 1.2914,                0.54472,                 1.0871,                0.00604,                0.00604,                0.00604
                     50,                 1.2923,                0.60884,                 1.0521,                0.85631,                0.62457,                0.70481,                0.39395,                 1.2925,                0.54421,                 1.0882,              0.0059575,              0.0059575,              0.0059575
                     51,                 1.2931,                0.60568,                 1.0489,                0.85832,                0.62208,                 0.7049,                0.39365,                  1.292,                 0.5437,                 1.0884,               0.005875,               0.005875,               0.005875
                     52,                 1.2893,                0.60487,                 1.0486,                0.86012,                0.62195,                0.70464,                0.39419,                 1.2904,                0.54237,                 1.0875,              0.0057925,              0.0057925,              0.0057925
                     53,                 1.2946,                0.60898,                 1.0502,                0.85706,                0.62374,                0.70569,                0.39484,                 1.2893,                0.54163,                 1.0872,                0.00571,                0.00571,                0.00571
                     54,                 1.2839,                0.60247,                 1.0463,                0.85343,                0.62556,                0.70602,                0.39455,                 1.2912,                0.54126,                 1.0883,              0.0056275,              0.0056275,              0.0056275
                     55,                 1.2845,                0.59928,                 1.0447,                0.85342,                0.62722,                0.70715,                0.39522,                 1.2905,                0.53934,                  1.088,               0.005545,               0.005545,               0.005545
                     56,                 1.2896,                0.60294,                 1.0453,                0.85512,                0.62616,                0.70663,                0.39522,                 1.2912,                0.53923,                 1.0889,              0.0054625,              0.0054625,              0.0054625
                     57,                 1.2844,                0.59976,                 1.0457,                0.85761,                0.62528,                0.70719,                 0.3956,                 1.2899,                0.53793,                 1.0886,                0.00538,                0.00538,                0.00538
                     58,                 1.2815,                0.59627,                  1.047,                0.85699,                0.62728,                0.70772,                0.39606,                 1.2893,                0.53765,                 1.0885,              0.0052975,              0.0052975,              0.0052975
                     59,                 1.2773,                0.59406,                 1.0447,                0.85989,                0.62699,                0.70846,                 0.3969,                 1.2884,                0.53664,                 1.0879,               0.005215,               0.005215,               0.005215
                     60,                 1.2819,                0.59549,                 1.0393,                 0.8573,                0.62936,                0.70952,                 0.3977,                 1.2869,                0.53612,                  1.088,              0.0051325,              0.0051325,              0.0051325
                     61,                 1.2716,                 0.5931,                 1.0427,                0.85867,                0.62946,                0.71036,                0.39781,                 1.2876,                0.53644,                 1.0884,                0.00505,                0.00505,                0.00505
                     62,                 1.2684,                0.58892,                 1.0404,                0.86123,                0.62823,                0.71021,                0.39825,                 1.2869,                0.53563,                 1.0881,              0.0049675,              0.0049675,              0.0049675
                     63,                 1.2743,                0.59018,                 1.0385,                 0.8608,                0.62876,                0.70993,                0.39848,                 1.2867,                0.53478,                 1.0882,               0.004885,               0.004885,               0.004885
                     64,                 1.2678,                0.58817,                 1.0426,                0.86259,                0.62866,                0.71045,                0.39851,                 1.2865,                0.53405,                 1.0882,              0.0048025,              0.0048025,              0.0048025
                     65,                 1.2584,                0.58288,                 1.0349,                0.86203,                0.62934,                 0.7108,                0.39879,                 1.2869,                0.53411,                 1.0886,                0.00472,                0.00472,                0.00472
                     66,                 1.2671,                0.58391,                 1.0343,                0.86089,                0.63062,                0.71147,                0.39919,                 1.2869,                0.53356,                 1.0889,              0.0046375,              0.0046375,              0.0046375
                     67,                 1.2553,                0.57907,                 1.0325,                0.86011,                 0.6309,                 0.7119,                0.39915,                 1.2869,                0.53278,                 1.0887,               0.004555,               0.004555,               0.004555
                     68,                 1.2511,                0.57619,                 1.0314,                0.86115,                0.63027,                0.71226,                0.39982,                 1.2862,                 0.5323,                 1.0884,              0.0044725,              0.0044725,              0.0044725
                     69,                 1.2491,                0.57399,                 1.0334,                0.86111,                0.63007,                0.71242,                0.39991,                 1.2864,                0.53163,                 1.0888,                0.00439,                0.00439,                0.00439
                     70,                 1.2495,                0.57546,                  1.031,                0.86079,                0.63024,                0.71238,                 0.3998,                 1.2867,                0.53127,                  1.089,              0.0043075,              0.0043075,              0.0043075
                     71,                 1.2562,                0.57713,                 1.0289,                 0.8613,                0.63057,                0.71301,                0.40021,                 1.2869,                0.53069,                 1.0891,               0.004225,               0.004225,               0.004225
                     72,                 1.2485,                0.57568,                 1.0283,                0.86288,                0.62982,                 0.7133,                 0.4005,                 1.2866,                0.53038,                 1.0889,              0.0041425,              0.0041425,              0.0041425
                     73,                 1.2354,                0.56539,                 1.0287,                0.86307,                0.63024,                0.71439,                0.40089,                 1.2865,                0.52986,                 1.0887,                0.00406,                0.00406,                0.00406
                     74,                 1.2465,                0.57063,                 1.0258,                0.86222,                 0.6306,                0.71446,                0.40106,                 1.2866,                0.52952,                 1.0887,              0.0039775,              0.0039775,              0.0039775
                     75,                 1.2371,                0.56816,                 1.0265,                0.86327,                0.62985,                0.71435,                0.40114,                 1.2867,                0.52938,                 1.0889,               0.003895,               0.003895,               0.003895
                     76,                 1.2351,                0.56417,                 1.0269,                0.86398,                 0.6302,                0.71424,                 0.4012,                 1.2864,                0.52905,                  1.089,              0.0038125,              0.0038125,              0.0038125
                     77,                 1.2334,                0.56363,                 1.0199,                0.86536,                0.62953,                0.71476,                0.40155,                 1.2862,                0.52873,                 1.0891,                0.00373,                0.00373,                0.00373
                     78,                 1.2311,                 0.5612,                 1.0196,                0.86508,                0.62977,                  0.715,                0.40163,                 1.2864,                0.52856,                 1.0893,              0.0036475,              0.0036475,              0.0036475
                     79,                 1.2286,                0.56014,                 1.0235,                0.86506,                0.63027,                0.71537,                0.40196,                 1.2865,                 0.5282,                 1.0894,               0.003565,               0.003565,               0.003565
                     80,                 1.2222,                0.55614,                 1.0166,                0.86383,                 0.6311,                 0.7158,                0.40211,                 1.2865,                0.52826,                 1.0895,              0.0034825,              0.0034825,              0.0034825
                     81,                 1.2281,                0.55893,                 1.0174,                0.86272,                0.63214,                 0.7159,                0.40238,                 1.2864,                0.52811,                 1.0895,                 0.0034,                 0.0034,                 0.0034
                     82,                 1.2175,                0.55295,                 1.0185,                0.86281,                0.63187,                 0.7159,                0.40232,                 1.2864,                 0.5277,                 1.0896,              0.0033175,              0.0033175,              0.0033175
                     83,                 1.2204,                0.55509,                 1.0152,                0.86323,                0.63178,                0.71614,                0.40253,                 1.2862,                0.52749,                 1.0897,               0.003235,               0.003235,               0.003235
                     84,                  1.209,                0.54605,                 1.0125,                0.86188,                0.63332,                0.71657,                0.40267,                 1.2863,                 0.5274,                 1.0897,              0.0031525,              0.0031525,              0.0031525
                     85,                 1.2141,                0.54972,                 1.0141,                0.86236,                0.63354,                0.71671,                 0.4027,                 1.2865,                0.52729,                 1.0899,                0.00307,                0.00307,                0.00307
                     86,                 1.2075,                0.54822,                 1.0129,                0.86433,                0.63259,                0.71669,                0.40278,                 1.2868,                0.52733,                 1.0902,              0.0029875,              0.0029875,              0.0029875
                     87,                  1.209,                0.54937,                 1.0154,                0.86223,                0.63388,                0.71692,                 0.4024,                 1.2871,                0.52735,                 1.0906,               0.002905,               0.002905,               0.002905
                     88,                 1.2029,                0.54572,                 1.0121,                0.86231,                0.63438,                0.71719,                0.40251,                 1.2874,                0.52726,                 1.0908,              0.0028225,              0.0028225,              0.0028225
                     89,                 1.2045,                0.54551,                 1.0091,                0.86233,                0.63453,                0.71719,                0.40244,                 1.2876,                0.52706,                 1.0911,                0.00274,                0.00274,                0.00274
                     90,                 1.1951,                 0.5393,                 1.0071,                0.86254,                0.63481,                0.71759,                0.40271,                 1.2876,                0.52706,                 1.0913,              0.0026575,              0.0026575,              0.0026575
                     91,                 1.1986,                0.54017,                 1.0061,                0.86221,                0.63481,                0.71768,                0.40265,                 1.2875,                0.52698,                 1.0914,               0.002575,               0.002575,               0.002575
                     92,                 1.1967,                 0.5372,                 1.0089,                0.86308,                0.63451,                0.71785,                0.40291,                 1.2876,                0.52655,                 1.0916,              0.0024925,              0.0024925,              0.0024925
                     93,                 1.1872,                0.53619,                 1.0063,                0.86292,                0.63417,                0.71765,                0.40284,                 1.2878,                0.52651,                 1.0919,                0.00241,                0.00241,                0.00241
                     94,                  1.192,                0.53659,                 1.0023,                0.86308,                0.63435,                0.71807,                0.40301,                 1.2879,                0.52633,                 1.0919,              0.0023275,              0.0023275,              0.0023275
                     95,                 1.1806,                0.53047,                0.99824,                0.86244,                0.63463,                0.71812,                0.40298,                  1.288,                0.52606,                  1.092,               0.002245,               0.002245,               0.002245
                     96,                 1.1807,                0.53152,                 1.0004,                0.86235,                0.63478,                  0.718,                0.40289,                 1.2886,                0.52597,                 1.0923,              0.0021625,              0.0021625,              0.0021625
                     97,                 1.1806,                 0.5304,                0.99781,                0.86274,                0.63471,                0.71844,                  0.403,                 1.2887,                0.52602,                 1.0924,                0.00208,                0.00208,                0.00208
                     98,                 1.1724,                0.52707,                0.99667,                0.86286,                0.63503,                0.71842,                0.40306,                 1.2888,                0.52594,                 1.0926,              0.0019975,              0.0019975,              0.0019975
                     99,                 1.1789,                0.53027,                0.99563,                0.86253,                0.63559,                0.71878,                0.40315,                 1.2888,                0.52585,                 1.0927,               0.001915,               0.001915,               0.001915
                    100,                  1.167,                  0.524,                0.99061,                0.86325,                0.63509,                0.71888,                0.40323,                 1.2889,                0.52579,                 1.0928,              0.0018325,              0.0018325,              0.0018325
                    101,                 1.1685,                0.52312,                0.99141,                0.86316,                0.63526,                  0.719,                0.40331,                 1.2891,                0.52577,                  1.093,                0.00175,                0.00175,                0.00175
                    102,                 1.1669,                0.52337,                0.99157,                0.86405,                0.63517,                 0.7191,                0.40346,                  1.289,                 0.5258,                 1.0931,              0.0016675,              0.0016675,              0.0016675
                    103,                 1.1672,                0.52418,                0.98898,                0.86426,                0.63536,                0.71908,                0.40338,                 1.2892,                0.52571,                 1.0934,               0.001585,               0.001585,               0.001585
                    104,                  1.151,                0.51365,                0.99001,                0.86337,                0.63597,                0.71911,                 0.4033,                 1.2893,                0.52561,                 1.0935,              0.0015025,              0.0015025,              0.0015025
                    105,                 1.1531,                0.51558,                0.98748,                0.86426,                0.63567,                0.71917,                0.40338,                 1.2895,                0.52552,                 1.0939,                0.00142,                0.00142,                0.00142
                    106,                 1.1392,                0.50791,                0.98239,                0.86358,                0.63592,                0.71924,                0.40345,                 1.2895,                 0.5254,                 1.0939,              0.0013375,              0.0013375,              0.0013375
                    107,                 1.1509,                0.51237,                0.98665,                0.86424,                0.63602,                0.71919,                0.40363,                 1.2896,                0.52562,                 1.0941,               0.001255,               0.001255,               0.001255
                    108,                 1.1406,                0.50855,                0.98306,                0.86445,                0.63609,                0.71941,                0.40358,                 1.2898,                0.52562,                 1.0943,              0.0011725,              0.0011725,              0.0011725
                    109,                 1.1445,                0.51004,                0.98257,                0.86527,                0.63536,                0.71935,                0.40377,                 1.2898,                0.52574,                 1.0945,                0.00109,                0.00109,                0.00109
                    110,                 1.1324,                0.50319,                0.98288,                0.86582,                0.63519,                0.71972,                0.40384,                 1.2899,                0.52561,                 1.0946,              0.0010075,              0.0010075,              0.0010075
                    111,                 1.1248,                0.48436,                0.98702,                 0.8654,                0.63554,                0.71964,                0.40401,                 1.2897,                0.52555,                 1.0948,               0.000925,               0.000925,               0.000925
                    112,                 1.1144,                 0.4772,                0.97876,                0.86759,                0.63466,                0.71975,                 0.4042,                 1.2895,                0.52546,                 1.0949,              0.0008425,              0.0008425,              0.0008425
                    113,                 1.1087,                0.47551,                0.98074,                 0.8666,                0.63529,                0.71972,                0.40431,                 1.2894,                0.52531,                 1.0952,                0.00076,                0.00076,                0.00076
                    114,                 1.0989,                0.47111,                0.97533,                0.86486,                0.63622,                0.71993,                 0.4044,                 1.2894,                0.52553,                 1.0953,              0.0006775,              0.0006775,              0.0006775
                    115,                 1.0941,                0.46848,                0.97138,                0.86545,                0.63579,                0.71979,                0.40443,                 1.2895,                0.52546,                 1.0955,               0.000595,               0.000595,               0.000595
                    116,                 1.0932,                0.46858,                 0.9726,                0.86527,                0.63582,                0.71988,                0.40455,                 1.2894,                0.52538,                 1.0957,              0.0005125,              0.0005125,              0.0005125
                    117,                 1.0905,                0.46827,                0.96844,                0.86424,                0.63653,                0.72001,                0.40463,                 1.2898,                0.52538,                  1.096,                0.00043,                0.00043,                0.00043
                    118,                 1.0815,                0.46343,                0.96708,                0.86577,                0.63602,                 0.7199,                0.40471,                 1.2898,                0.52525,                 1.0963,              0.0003475,              0.0003475,              0.0003475
                    119,                 1.0823,                0.46269,                0.96628,                0.86485,                0.63693,                0.72032,                0.40476,                 1.2899,                0.52517,                 1.0967,               0.000265,               0.000265,               0.000265
                    120,                 1.0763,                0.45924,                0.96631,                0.86474,                0.63682,                0.72029,                0.40478,                 1.2901,                0.52517,                  1.097,              0.0001825,              0.0001825,              0.0001825
