                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.3572,                0.66296,                 1.0516,                0.84116,                0.57681,                 0.6566,                0.35811,                 1.3479,                0.59901,                 1.0886,               0.004852,               0.004852,               0.004852
                    158,                 1.3627,                0.66757,                 1.0531,                0.84162,                0.57679,                0.65679,                0.35806,                 1.3479,                0.59873,                 1.0885,               0.004819,               0.004819,               0.004819
                    159,                  1.356,                0.66326,                 1.0495,                0.84046,                0.57696,                 0.6567,                0.35829,                 1.3478,                0.59851,                 1.0884,               0.004786,               0.004786,               0.004786
                    160,                 1.3561,                0.66163,                 1.0516,                0.83978,                 0.5776,                0.65716,                0.35849,                 1.3478,                 0.5984,                 1.0881,               0.004753,               0.004753,               0.004753
                    161,                 1.3536,                0.66312,                 1.0584,                0.83995,                0.57751,                0.65722,                0.35874,                 1.3476,                0.59814,                  1.088,                0.00472,                0.00472,                0.00472
                    162,                 1.3579,                 0.6618,                 1.0524,                 0.8411,                0.57711,                0.65744,                0.35879,                 1.3474,                0.59804,                 1.0878,               0.004687,               0.004687,               0.004687
                    163,                 1.3621,                0.66568,                 1.0511,                0.83992,                0.57744,                0.65747,                0.35888,                 1.3475,                0.59785,                 1.0878,               0.004654,               0.004654,               0.004654
                    164,                 1.3628,                0.66725,                 1.0542,                0.84046,                0.57737,                0.65759,                0.35887,                 1.3475,                0.59771,                 1.0877,               0.004621,               0.004621,               0.004621
                    165,                 1.3594,                 0.6622,                 1.0484,                0.84081,                0.57747,                0.65788,                 0.3589,                 1.3473,                 0.5975,                 1.0876,               0.004588,               0.004588,               0.004588
                    166,                 1.3506,                 0.6587,                 1.0544,                0.84091,                0.57726,                0.65774,                0.35901,                 1.3471,                0.59723,                 1.0875,               0.004555,               0.004555,               0.004555
                    167,                 1.3456,                0.65622,                 1.0483,                0.84167,                0.57721,                0.65791,                0.35903,                 1.3472,                  0.597,                 1.0873,               0.004522,               0.004522,               0.004522
                    168,                 1.3595,                0.66081,                 1.0516,                 0.8412,                0.57689,                0.65787,                0.35917,                 1.3472,                0.59702,                 1.0872,               0.004489,               0.004489,               0.004489
                    169,                 1.3536,                0.65691,                 1.0482,                0.84105,                0.57749,                0.65827,                0.35914,                  1.347,                0.59666,                  1.087,               0.004456,               0.004456,               0.004456
                    170,                 1.3563,                0.66177,                 1.0484,                0.84133,                0.57752,                0.65823,                0.35912,                  1.347,                0.59644,                  1.087,               0.004423,               0.004423,               0.004423
                    171,                 1.3524,                0.65628,                 1.0479,                0.84217,                0.57752,                 0.6585,                0.35914,                 1.3468,                0.59613,                 1.0867,                0.00439,                0.00439,                0.00439
                    172,                 1.3395,                0.65477,                 1.0464,                0.84094,                 0.5782,                0.65857,                0.35923,                 1.3467,                0.59618,                 1.0865,               0.004357,               0.004357,               0.004357
                    173,                  1.344,                 0.6553,                 1.0471,                0.84152,                0.57805,                0.65856,                 0.3592,                 1.3467,                0.59586,                 1.0863,               0.004324,               0.004324,               0.004324
                    174,                 1.3543,                0.65752,                 1.0465,                0.84151,                0.57805,                0.65844,                0.35933,                 1.3467,                0.59559,                 1.0862,               0.004291,               0.004291,               0.004291
                    175,                 1.3598,                 0.6612,                 1.0428,                0.84137,                0.57805,                0.65852,                0.35948,                 1.3465,                0.59543,                 1.0861,               0.004258,               0.004258,               0.004258
                    176,                 1.3452,                0.65473,                 1.0535,                0.84206,                0.57784,                 0.6587,                0.35952,                 1.3466,                0.59539,                 1.0861,               0.004225,               0.004225,               0.004225
                    177,                 1.3572,                0.66121,                 1.0446,                0.84152,                0.57816,                0.65848,                0.35949,                 1.3465,                0.59508,                  1.086,               0.004192,               0.004192,               0.004192
                    178,                  1.344,                0.65252,                 1.0467,                 0.8418,                0.57765,                0.65845,                0.35959,                 1.3464,                0.59487,                 1.0859,               0.004159,               0.004159,               0.004159
                    179,                 1.3473,                0.65517,                 1.0449,                0.84294,                0.57779,                0.65876,                0.35979,                  1.346,                0.59447,                 1.0857,               0.004126,               0.004126,               0.004126
                    180,                 1.3361,                0.64772,                 1.0432,                0.84313,                 0.5779,                0.65892,                0.35992,                 1.3461,                0.59441,                 1.0856,               0.004093,               0.004093,               0.004093
                    181,                 1.3365,                0.64906,                 1.0439,                 0.8427,                0.57825,                0.65893,                0.36003,                  1.346,                0.59441,                 1.0855,                0.00406,                0.00406,                0.00406
                    182,                 1.3287,                0.64351,                 1.0396,                0.84303,                0.57805,                0.65906,                0.36008,                  1.346,                0.59413,                 1.0855,               0.004027,               0.004027,               0.004027
                    183,                  1.338,                0.64808,                 1.0384,                0.84307,                0.57815,                0.65911,                 0.3601,                  1.346,                0.59388,                 1.0854,               0.003994,               0.003994,               0.003994
                    184,                 1.3385,                0.64974,                 1.0447,                0.84253,                0.57873,                 0.6593,                0.36011,                 1.3461,                0.59374,                 1.0854,               0.003961,               0.003961,               0.003961
                    185,                 1.3433,                0.65308,                  1.046,                0.84274,                0.57842,                0.65932,                0.36019,                 1.3462,                0.59356,                 1.0852,               0.003928,               0.003928,               0.003928
                    186,                 1.3391,                0.64742,                 1.0405,                0.84245,                 0.5784,                0.65923,                0.36034,                  1.346,                0.59329,                 1.0851,               0.003895,               0.003895,               0.003895
                    187,                 1.3339,                0.64764,                 1.0402,                0.84292,                 0.5779,                0.65936,                0.36035,                 1.3458,                0.59298,                 1.0849,               0.003862,               0.003862,               0.003862
                    188,                 1.3414,                0.65025,                 1.0424,                0.84232,                0.57843,                0.65976,                0.36037,                 1.3457,                0.59273,                 1.0848,               0.003829,               0.003829,               0.003829
                    189,                 1.3311,                0.64402,                 1.0403,                0.84299,                0.57812,                0.65994,                0.36062,                 1.3455,                0.59276,                 1.0846,               0.003796,               0.003796,               0.003796
                    190,                 1.3338,                0.64551,                 1.0418,                0.84312,                0.57802,                   0.66,                0.36072,                 1.3456,                0.59268,                 1.0845,               0.003763,               0.003763,               0.003763
                    191,                 1.3435,                0.65216,                 1.0418,                0.84365,                0.57797,                   0.66,                0.36077,                 1.3457,                0.59254,                 1.0845,                0.00373,                0.00373,                0.00373
                    192,                 1.3331,                0.64656,                 1.0393,                0.84362,                 0.5783,                0.66016,                0.36084,                 1.3458,                0.59254,                 1.0844,               0.003697,               0.003697,               0.003697
                    193,                 1.3315,                0.64457,                  1.042,                0.84428,                0.57822,                0.66029,                0.36086,                 1.3458,                0.59227,                 1.0844,               0.003664,               0.003664,               0.003664
                    194,                 1.3263,                0.64263,                 1.0381,                0.84462,                0.57792,                0.66026,                0.36094,                 1.3458,                0.59225,                 1.0843,               0.003631,               0.003631,               0.003631
                    195,                 1.3271,                0.64194,                 1.0377,                0.84449,                0.57804,                0.66042,                0.36113,                 1.3457,                0.59217,                 1.0842,               0.003598,               0.003598,               0.003598
                    196,                 1.3278,                 0.6399,                 1.0411,                0.84401,                0.57853,                0.66063,                0.36113,                 1.3457,                 0.5921,                 1.0841,               0.003565,               0.003565,               0.003565
                    197,                 1.3314,                0.64567,                 1.0401,                0.84401,                0.57838,                0.66054,                0.36121,                 1.3456,                  0.592,                 1.0839,               0.003532,               0.003532,               0.003532
                    198,                 1.3237,                0.64137,                 1.0365,                0.84491,                0.57848,                0.66101,                0.36128,                 1.3456,                0.59192,                 1.0839,               0.003499,               0.003499,               0.003499
                    199,                 1.3277,                0.63938,                 1.0338,                0.84505,                0.57853,                0.66103,                0.36137,                 1.3456,                0.59177,                 1.0838,               0.003466,               0.003466,               0.003466
                    200,                 1.3243,                0.63804,                 1.0375,                0.84425,                0.57863,                0.66106,                0.36142,                 1.3458,                0.59185,                 1.0838,               0.003433,               0.003433,               0.003433
                    201,                 1.3325,                0.64212,                 1.0333,                 0.8458,                0.57804,                0.66116,                0.36151,                 1.3457,                0.59174,                 1.0837,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.3273,                0.64235,                 1.0369,                0.84445,                 0.5785,                0.66109,                0.36169,                 1.3457,                0.59172,                 1.0837,               0.003367,               0.003367,               0.003367
                    203,                 1.3243,                0.63855,                 1.0337,                0.84493,                  0.578,                0.66102,                0.36177,                 1.3457,                 0.5916,                 1.0835,               0.003334,               0.003334,               0.003334
                    204,                 1.3196,                0.63487,                 1.0363,                0.84402,                 0.5784,                0.66105,                0.36188,                 1.3457,                0.59159,                 1.0835,               0.003301,               0.003301,               0.003301
                    205,                 1.3217,                0.63855,                 1.0349,                0.84397,                0.57862,                0.66127,                 0.3619,                 1.3456,                0.59167,                 1.0833,               0.003268,               0.003268,               0.003268
                    206,                 1.3167,                0.63313,                  1.034,                0.84433,                0.57837,                0.66135,                0.36212,                 1.3456,                0.59149,                 1.0833,               0.003235,               0.003235,               0.003235
                    207,                 1.3216,                0.63813,                 1.0311,                0.84492,                0.57827,                0.66142,                0.36222,                 1.3456,                 0.5913,                 1.0832,               0.003202,               0.003202,               0.003202
                    208,                 1.3139,                 0.6337,                 1.0341,                0.84465,                 0.5786,                0.66153,                0.36225,                 1.3455,                0.59138,                 1.0831,               0.003169,               0.003169,               0.003169
                    209,                 1.3241,                0.63811,                 1.0336,                0.84469,                0.57837,                0.66138,                0.36241,                 1.3456,                0.59153,                 1.0831,               0.003136,               0.003136,               0.003136
                    210,                 1.3191,                0.63407,                 1.0308,                0.84526,                0.57817,                 0.6617,                0.36253,                 1.3457,                0.59133,                  1.083,               0.003103,               0.003103,               0.003103
                    211,                  1.317,                0.63609,                 1.0348,                0.84588,                 0.5781,                0.66179,                0.36271,                 1.3457,                0.59124,                 1.0829,                0.00307,                0.00307,                0.00307
                    212,                 1.3308,                0.64311,                 1.0322,                  0.845,                0.57833,                0.66149,                 0.3627,                 1.3458,                0.59132,                 1.0829,               0.003037,               0.003037,               0.003037
                    213,                 1.3245,                0.63822,                 1.0329,                 0.8454,                0.57822,                0.66168,                0.36265,                 1.3456,                0.59117,                 1.0828,               0.003004,               0.003004,               0.003004
                    214,                 1.3152,                0.63097,                 1.0284,                0.84543,                0.57815,                0.66163,                0.36266,                 1.3458,                0.59111,                 1.0828,               0.002971,               0.002971,               0.002971
                    215,                 1.3233,                0.63752,                 1.0317,                0.84597,                0.57777,                0.66156,                0.36274,                 1.3459,                0.59101,                 1.0826,               0.002938,               0.002938,               0.002938
                    216,                 1.3181,                0.63472,                 1.0316,                0.84527,                0.57807,                0.66175,                0.36281,                  1.346,                0.59122,                 1.0826,               0.002905,               0.002905,               0.002905
                    217,                 1.3151,                 0.6339,                 1.0312,                0.84542,                0.57777,                0.66168,                0.36282,                 1.3461,                0.59123,                 1.0825,               0.002872,               0.002872,               0.002872
                    218,                  1.314,                0.63181,                 1.0336,                0.84596,                0.57767,                0.66185,                0.36275,                 1.3463,                 0.5912,                 1.0825,               0.002839,               0.002839,               0.002839
                    219,                 1.3148,                0.63051,                 1.0344,                0.84638,                 0.5774,                0.66178,                 0.3627,                 1.3464,                0.59128,                 1.0825,               0.002806,               0.002806,               0.002806
                    220,                 1.3056,                 0.6299,                 1.0307,                0.84698,                0.57784,                0.66189,                0.36285,                 1.3464,                0.59139,                 1.0825,               0.002773,               0.002773,               0.002773
                    221,                 1.3108,                0.63114,                 1.0259,                0.84722,                0.57739,                0.66215,                0.36288,                 1.3464,                0.59132,                 1.0824,                0.00274,                0.00274,                0.00274
                    222,                 1.3011,                0.62422,                 1.0305,                 0.8466,                0.57764,                0.66219,                0.36295,                 1.3465,                0.59144,                 1.0824,               0.002707,               0.002707,               0.002707
                    223,                 1.3044,                0.62718,                  1.033,                0.84735,                0.57749,                0.66254,                0.36315,                 1.3464,                0.59145,                 1.0824,               0.002674,               0.002674,               0.002674
                    224,                 1.3158,                0.63201,                 1.0304,                0.84693,                0.57807,                0.66271,                0.36311,                 1.3465,                0.59168,                 1.0824,               0.002641,               0.002641,               0.002641
                    225,                 1.3043,                0.62658,                 1.0266,                0.84691,                0.57792,                0.66262,                 0.3633,                 1.3462,                0.59166,                 1.0822,               0.002608,               0.002608,               0.002608
                    226,                 1.3106,                0.62809,                 1.0273,                0.84723,                0.57783,                0.66298,                 0.3633,                 1.3463,                0.59156,                 1.0821,               0.002575,               0.002575,               0.002575
                    227,                 1.3091,                0.62832,                 1.0313,                0.84649,                0.57835,                0.66315,                0.36344,                  1.346,                0.59141,                 1.0819,               0.002542,               0.002542,               0.002542
                    228,                 1.3098,                 0.6254,                 1.0257,                0.84658,                0.57817,                0.66324,                0.36351,                 1.3462,                0.59148,                 1.0819,               0.002509,               0.002509,               0.002509
                    229,                 1.3026,                0.62651,                  1.027,                0.84766,                0.57795,                0.66358,                0.36359,                 1.3464,                0.59133,                  1.082,               0.002476,               0.002476,               0.002476
                    230,                 1.2988,                0.61979,                 1.0262,                0.84737,                0.57792,                0.66366,                0.36362,                 1.3464,                 0.5913,                 1.0819,               0.002443,               0.002443,               0.002443
                    231,                 1.3065,                0.62677,                 1.0189,                0.84805,                0.57787,                0.66362,                 0.3637,                 1.3466,                0.59134,                 1.0818,                0.00241,                0.00241,                0.00241
                    232,                 1.2998,                0.61874,                  1.024,                0.84722,                0.57812,                0.66381,                 0.3638,                 1.3466,                0.59127,                 1.0817,               0.002377,               0.002377,               0.002377
                    233,                 1.2948,                 0.6194,                 1.0232,                0.84852,                0.57759,                0.66392,                0.36379,                 1.3467,                0.59131,                 1.0817,               0.002344,               0.002344,               0.002344
                    234,                 1.3008,                 0.6212,                 1.0192,                0.84774,                0.57807,                 0.6639,                0.36377,                 1.3467,                 0.5912,                 1.0817,               0.002311,               0.002311,               0.002311
                    235,                  1.292,                0.61755,                 1.0227,                0.84798,                0.57782,                0.66385,                0.36381,                 1.3469,                0.59119,                 1.0817,               0.002278,               0.002278,               0.002278
                    236,                 1.2937,                0.62026,                  1.025,                0.84745,                0.57815,                0.66389,                0.36389,                 1.3469,                 0.5912,                 1.0817,               0.002245,               0.002245,               0.002245
                    237,                 1.2958,                0.61983,                 1.0239,                0.84852,                0.57782,                0.66393,                0.36414,                 1.3467,                0.59109,                 1.0818,               0.002212,               0.002212,               0.002212
                    238,                 1.2965,                0.62039,                 1.0238,                0.84814,                0.57855,                0.66398,                0.36408,                 1.3467,                0.59113,                 1.0818,               0.002179,               0.002179,               0.002179
                    239,                 1.2917,                0.61663,                 1.0214,                0.84864,                0.57853,                0.66408,                0.36431,                 1.3467,                0.59099,                 1.0816,               0.002146,               0.002146,               0.002146
                    240,                 1.2979,                 0.6172,                 1.0201,                 0.8483,                 0.5783,                0.66392,                0.36413,                 1.3469,                0.59096,                 1.0816,               0.002113,               0.002113,               0.002113
                    241,                 1.2952,                0.61707,                 1.0194,                0.84834,                0.57847,                  0.664,                 0.3643,                  1.347,                0.59086,                 1.0816,                0.00208,                0.00208,                0.00208
                    242,                 1.2959,                0.61648,                 1.0188,                0.84861,                 0.5787,                0.66431,                0.36426,                 1.3471,                0.59078,                 1.0815,               0.002047,               0.002047,               0.002047
                    243,                 1.3001,                0.62029,                 1.0191,                0.84877,                0.57873,                0.66417,                0.36447,                 1.3471,                0.59075,                 1.0815,               0.002014,               0.002014,               0.002014
                    244,                 1.2935,                0.61843,                 1.0198,                0.84935,                0.57845,                0.66417,                0.36438,                 1.3471,                 0.5905,                 1.0814,               0.001981,               0.001981,               0.001981
                    245,                 1.2894,                0.61418,                 1.0173,                0.84985,                0.57875,                0.66448,                0.36451,                  1.347,                0.59031,                 1.0813,               0.001948,               0.001948,               0.001948
                    246,                 1.2897,                0.61488,                 1.0195,                0.84981,                 0.5787,                0.66418,                0.36446,                 1.3472,                0.59049,                 1.0813,               0.001915,               0.001915,               0.001915
                    247,                 1.2881,                0.61271,                 1.0222,                0.85043,                0.57837,                0.66422,                0.36455,                 1.3472,                0.59027,                 1.0812,               0.001882,               0.001882,               0.001882
                    248,                 1.2818,                0.61158,                 1.0172,                0.85026,                0.57842,                0.66439,                0.36468,                 1.3473,                0.59042,                 1.0812,               0.001849,               0.001849,               0.001849
                    249,                 1.2908,                0.61541,                 1.0135,                0.84959,                0.57872,                0.66412,                0.36448,                 1.3474,                 0.5903,                 1.0811,               0.001816,               0.001816,               0.001816
                    250,                 1.2854,                0.61378,                 1.0201,                0.84931,                 0.5787,                0.66406,                0.36445,                 1.3475,                 0.5905,                  1.081,               0.001783,               0.001783,               0.001783
                    251,                 1.2847,                0.60981,                 1.0177,                 0.8486,                0.57865,                0.66399,                0.36442,                 1.3476,                0.59038,                 1.0809,                0.00175,                0.00175,                0.00175
                    252,                 1.2795,                0.60644,                 1.0189,                0.84895,                0.57835,                0.66396,                0.36456,                 1.3478,                0.59013,                 1.0809,               0.001717,               0.001717,               0.001717
                    253,                 1.2707,                0.60181,                 1.0154,                 0.8491,                0.57845,                0.66406,                0.36441,                 1.3478,                0.59015,                 1.0809,               0.001684,               0.001684,               0.001684
                    254,                 1.2804,                0.60792,                 1.0173,                0.84877,                0.57868,                0.66419,                0.36453,                 1.3479,                0.59012,                  1.081,               0.001651,               0.001651,               0.001651
                    255,                 1.2796,                0.60682,                 1.0161,                0.84948,                0.57842,                0.66419,                0.36446,                  1.348,                   0.59,                  1.081,               0.001618,               0.001618,               0.001618
                    256,                 1.2829,                0.60855,                 1.0131,                0.84929,                 0.5787,                 0.6643,                0.36451,                  1.348,                   0.59,                  1.081,               0.001585,               0.001585,               0.001585
                    257,                 1.2695,                0.60335,                 1.0125,                0.84971,                0.57828,                0.66435,                0.36464,                 1.3482,                0.58998,                 1.0811,               0.001552,               0.001552,               0.001552
                    258,                  1.278,                0.60756,                 1.0133,                0.84971,                0.57832,                0.66446,                0.36452,                 1.3483,                0.58994,                 1.0811,               0.001519,               0.001519,               0.001519
                    259,                 1.2761,                0.60275,                 1.0111,                0.85043,                0.57815,                0.66447,                0.36453,                 1.3484,                0.58996,                 1.0811,               0.001486,               0.001486,               0.001486
                    260,                 1.2838,                0.60724,                 1.0144,                0.84917,                0.57893,                0.66468,                0.36448,                 1.3485,                0.58994,                 1.0811,               0.001453,               0.001453,               0.001453
                    261,                 1.2731,                0.60346,                 1.0098,                0.85047,                 0.5782,                0.66438,                0.36449,                 1.3486,                0.58981,                 1.0811,                0.00142,                0.00142,                0.00142
                    262,                 1.2732,                0.60424,                 1.0136,                0.85041,                0.57837,                0.66462,                0.36456,                 1.3489,                0.58984,                  1.081,               0.001387,               0.001387,               0.001387
                    263,                 1.2767,                0.60465,                 1.0118,                0.85007,                0.57892,                0.66472,                 0.3646,                 1.3491,                0.58979,                  1.081,               0.001354,               0.001354,               0.001354
                    264,                 1.2622,                0.59781,                 1.0118,                0.85028,                0.57902,                0.66499,                0.36476,                 1.3493,                0.58974,                  1.081,               0.001321,               0.001321,               0.001321
                    265,                 1.2692,                0.60005,                 1.0114,                0.84956,                0.57926,                0.66507,                0.36482,                 1.3496,                0.58955,                 1.0811,               0.001288,               0.001288,               0.001288
                    266,                 1.2661,                0.59992,                 1.0079,                0.85002,                0.57938,                0.66498,                0.36478,                 1.3498,                0.58975,                 1.0811,               0.001255,               0.001255,               0.001255
                    267,                 1.2649,                0.59931,                 1.0063,                0.84943,                0.57968,                0.66518,                0.36485,                 1.3498,                0.58981,                  1.081,               0.001222,               0.001222,               0.001222
                    268,                 1.2652,                0.59757,                 1.0083,                 0.8488,                0.57996,                0.66533,                0.36491,                   1.35,                0.58986,                 1.0811,               0.001189,               0.001189,               0.001189
                    269,                 1.2611,                0.59811,                 1.0073,                0.84854,                0.58006,                0.66546,                0.36511,                 1.3503,                0.58994,                 1.0813,               0.001156,               0.001156,               0.001156
                    270,                 1.2642,                0.59814,                 1.0092,                 0.8485,                0.57989,                0.66539,                0.36508,                 1.3506,                0.59003,                 1.0814,               0.001123,               0.001123,               0.001123
                    271,                 1.2636,                0.59746,                 1.0073,                0.84919,                0.57963,                0.66525,                0.36497,                 1.3507,                0.59005,                 1.0812,                0.00109,                0.00109,                0.00109
                    272,                 1.2578,                0.59525,                 1.0061,                 0.8478,                0.57984,                0.66517,                0.36499,                 1.3509,                0.59014,                 1.0813,               0.001057,               0.001057,               0.001057
                    273,                 1.2572,                0.59389,                 1.0057,                0.84806,                0.57974,                0.66522,                0.36507,                 1.3513,                 0.5901,                 1.0813,               0.001024,               0.001024,               0.001024
                    274,                 1.2624,                0.59703,                 1.0065,                0.84865,                0.57946,                0.66529,                0.36497,                 1.3514,                0.58997,                 1.0813,               0.000991,               0.000991,               0.000991
                    275,                 1.2686,                0.60073,                 1.0072,                0.84864,                0.57956,                0.66542,                  0.365,                 1.3516,                0.59006,                 1.0813,               0.000958,               0.000958,               0.000958
                    276,                 1.2493,                 0.5901,                 1.0013,                0.84922,                0.57961,                0.66564,                0.36496,                 1.3515,                0.58989,                 1.0813,               0.000925,               0.000925,               0.000925
                    277,                 1.2504,                0.58988,                 1.0076,                 0.8495,                0.57958,                0.66554,                0.36499,                 1.3518,                0.58982,                 1.0814,               0.000892,               0.000892,               0.000892
                    278,                 1.2594,                0.59594,                 1.0045,                0.84957,                0.57948,                 0.6655,                0.36503,                 1.3518,                0.58985,                 1.0813,               0.000859,               0.000859,               0.000859
                    279,                 1.2629,                0.59475,                 1.0054,                 0.8499,                0.57971,                0.66588,                0.36497,                 1.3519,                0.58962,                 1.0813,               0.000826,               0.000826,               0.000826
                    280,                 1.2508,                0.58796,                 1.0007,                 0.8503,                0.57979,                 0.6659,                0.36495,                 1.3522,                0.58972,                 1.0813,               0.000793,               0.000793,               0.000793
                    281,                 1.2582,                0.59398,                  1.003,                0.85009,                0.57986,                0.66584,                0.36492,                 1.3525,                0.58954,                 1.0814,                0.00076,                0.00076,                0.00076
                    282,                  1.253,                0.59071,                 1.0037,                0.85119,                 0.5793,                0.66607,                 0.3649,                 1.3526,                0.58954,                 1.0814,               0.000727,               0.000727,               0.000727
                    283,                 1.2517,                0.59102,                 1.0033,                0.85117,                0.57943,                0.66626,                0.36496,                 1.3527,                0.58953,                 1.0814,               0.000694,               0.000694,               0.000694
                    284,                 1.2467,                0.58727,                 1.0008,                0.85154,                0.57956,                0.66643,                0.36497,                 1.3529,                0.58943,                 1.0816,               0.000661,               0.000661,               0.000661
                    285,                 1.2532,                0.58966,                 1.0024,                0.85142,                0.57931,                0.66633,                0.36514,                 1.3531,                0.58949,                 1.0816,               0.000628,               0.000628,               0.000628
                    286,                 1.2504,                0.58983,                 1.0003,                0.85168,                0.57935,                0.66664,                0.36512,                 1.3532,                0.58921,                 1.0817,               0.000595,               0.000595,               0.000595
                    287,                 1.2526,                 0.5902,                0.99757,                0.85159,                0.57951,                0.66652,                0.36512,                 1.3533,                0.58916,                 1.0818,               0.000562,               0.000562,               0.000562
                    288,                 1.2479,                0.58526,                0.99848,                0.85178,                0.57948,                0.66701,                0.36517,                 1.3535,                0.58929,                 1.0819,               0.000529,               0.000529,               0.000529
                    289,                 1.2504,                0.58929,                0.99828,                0.85161,                0.57946,                0.66685,                0.36512,                 1.3538,                0.58917,                 1.0819,               0.000496,               0.000496,               0.000496
                    290,                 1.2494,                0.58757,                 0.9975,                0.85211,                0.57913,                0.66714,                 0.3652,                 1.3539,                0.58892,                 1.0821,               0.000463,               0.000463,               0.000463
                    291,                 1.2244,                0.55845,                 1.0002,                0.85305,                0.57899,                0.66719,                0.36527,                  1.354,                0.58883,                 1.0821,                0.00043,                0.00043,                0.00043
                    292,                 1.2166,                0.55325,                0.99867,                0.85142,                0.57971,                0.66734,                0.36531,                  1.354,                0.58869,                 1.0822,               0.000397,               0.000397,               0.000397
                    293,                 1.2125,                0.55053,                0.99941,                0.85166,                0.57998,                0.66713,                0.36531,                 1.3541,                0.58861,                 1.0823,               0.000364,               0.000364,               0.000364
                    294,                 1.2111,                0.54985,                0.99769,                0.85195,                0.58044,                0.66749,                0.36544,                 1.3542,                0.58859,                 1.0824,               0.000331,               0.000331,               0.000331
                    295,                 1.2075,                0.54848,                0.99702,                0.85038,                0.58072,                0.66756,                0.36555,                 1.3542,                 0.5886,                 1.0824,               0.000298,               0.000298,               0.000298
                    296,                 1.2005,                0.54364,                0.99537,                0.85064,                0.58095,                0.66759,                0.36563,                 1.3544,                0.58871,                 1.0826,               0.000265,               0.000265,               0.000265
                    297,                 1.2015,                0.54359,                0.99334,                0.85058,                 0.5811,                0.66784,                0.36568,                 1.3546,                 0.5886,                 1.0826,               0.000232,               0.000232,               0.000232
                    298,                  1.208,                0.54717,                0.99298,                0.85042,                0.58092,                0.66773,                0.36582,                 1.3545,                0.58839,                 1.0826,               0.000199,               0.000199,               0.000199
                    299,                 1.2055,                0.54569,                0.99344,                0.85028,                0.58102,                 0.6679,                0.36591,                 1.3547,                0.58833,                 1.0827,               0.000166,               0.000166,               0.000166
                    300,                 1.2001,                0.54315,                0.99155,                0.85093,                0.58067,                0.66785,                0.36605,                 1.3547,                0.58842,                 1.0827,               0.000133,               0.000133,               0.000133
